Номенклатура;Артикул;Наименование;НаименованиеПолное;БазоваяЕдиницаИзмерения;ВидНоменклатуры;ДополнительноеОписание;Актуальность;АктуальностьЦифра;Изображение;ИзображениеОборота;Количество;Формат;Дата первого прихода;Поставщик;Код цены;Отделка;Наличие текста;Количество в упаковке;Лицензия;Розничная цена;Оптовая цена;Родитель1;Родитель2;Родитель3;Родитель4;Родитель5
f23b8714-4022-11e1-bb2b-0018f3973852;53.088;С днем рождения!;С днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460708299770753088.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460708299770753088.back.jpg;22;гигант;10.01.2012;Открытая планета ООО;770;блестки, конгрев;есть;10;;48;23,6;С днем рождения;Детские и молодежные;Открытки;;
f23b871c-4022-11e1-bb2b-0018f3973852;57.426;С юбилеем! 60;С юбилеем! 60;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460708299770757426.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460708299770757426.back.jpg;9;гигант;10.01.2012;Открытая планета ООО;770;блестки, конгрев;есть;10;;48;23,6;Юбилей;Поздравительные;Открытки;;
f23b8720-4022-11e1-bb2b-0018f3973852;64.081;Гирлянда 'С днем рождения!';Гирлянда 'С днем рождения!';шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460708299946664081.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460708299946664081.back.jpg;28;гирлянда  со сдв. буквами (от 8 элементов);10.01.2012;Открытая планета ООО;946;без отделки;нет;1;;135;66,6;Гирлянды поздравительные;Открытки;;;
f23b8730-4022-11e1-bb2b-0018f3973852;72.128;Когда ты рядом со мной...;Когда ты рядом со мной...;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460708299475172128.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460708299475172128.back.jpg;11;средний;10.01.2012;Открытая планета ООО;475;цветные блестки+фольга;есть;10;;25;11,6;Любовные;С любовью;Открытки;;
f23b8734-4022-11e1-bb2b-0018f3973852;81.002;8 марта;8 марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460708299770781002.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460708299770781002.back.jpg;13;гигант;10.01.2012;Открытая планета ООО;770;фольга, конгрев;есть;10;;48;23,6;8 марта открытки;Поздравительные;Открытки;;
f23b8736-4022-11e1-bb2b-0018f3973852;81.004;В день 8 Марта!;В день 8 Марта!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460708299770781004.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460708299770781004.back.jpg;5;гигант;10.01.2012;Открытая планета ООО;770;фольга, конгрев;есть;10;;48;23,6;8 марта открытки;Поздравительные;Открытки;;
f23b8738-4022-11e1-bb2b-0018f3973852;81.217;8 Марта;8 Марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460708299150781217.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460708299150781217.back.jpg;10;Карточка;10.01.2012;Открытая планета ООО;150;блестки;есть;10;;7;3,3;8 марта открытки;Поздравительные;Открытки;;
f23b873a-4022-11e1-bb2b-0018f3973852;81.218;8 Марта;8 Марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460708299150781218.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460708299150781218.back.jpg;8;Карточка;10.01.2012;Открытая планета ООО;150;блестки;есть;10;;7;3,3;8 марта открытки;Поздравительные;Открытки;;
f23b873c-4022-11e1-bb2b-0018f3973852;81.225;В день 8 Марта!;В день 8 Марта!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460708299475181225.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460708299475181225.back.jpg;69;евро;10.01.2012;Открытая планета ООО;475;блестки, конгрев;есть;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
0e676992-4023-11e1-bb2b-0018f3973852;81.227;8 Марта;8 Марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460708299475181227.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460708299475181227.back.jpg;77;евро;10.01.2012;Открытая планета ООО;475;блестки, конгрев;есть;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
0e676994-4023-11e1-bb2b-0018f3973852;81.228;8 Марта;8 Марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460708299475181228.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460708299475181228.back.jpg;18;евро;10.01.2012;Открытая планета ООО;475;блестки, конгрев;есть;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
0e676996-4023-11e1-bb2b-0018f3973852;81.229;С 8 Марта!;С 8 Марта!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460708299475181229.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460708299475181229.back.jpg;15;евро;10.01.2012;Открытая планета ООО;475;блестки, конгрев;есть;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
0e6769a5-4023-11e1-bb2b-0018f3973852;02,273,00;С юбилеем!;С юбилеем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402273.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402273.back.jpg;5;плакат А2;10.01.2012;Империя поздравлений ООО;941;без отделки;есть;10;;46;22,5;Плакаты С днем рождения Юбилей;Поздравительные;Открытки;;
0e6769a7-4023-11e1-bb2b-0018f3973852;02,274,00;Поздравляем!;Поздравляем!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402274.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402274.back.jpg;11;плакат А2;10.01.2012;Империя поздравлений ООО;941;без отделки;текст, подсказ;10;;46;22,5;Праздничные плакаты грамоты;Поздравительные;Открытки;;
0e6769a9-4023-11e1-bb2b-0018f3973852;02,275,00;Поздравления в День рождения!;Поздравления в День рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402275.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402275.back.jpg;26;плакат А2;10.01.2012;Империя поздравлений ООО;941;без отделки;текст, подсказ;10;;46;22,5;Плакаты С днем рождения Юбилей;Поздравительные;Открытки;;
0e6769b7-4023-11e1-bb2b-0018f3973852;11,844,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009211844.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009211844.back.jpg;11;средний;10.01.2012;Империя поздравлений ООО;475;фольга, конгрев;есть;10;;25;11,6;С днем рождения;Поздравительные;Открытки;;
0e6769af-4023-11e1-bb2b-0018f3973852;11,777,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009211777.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009211777.back.jpg;12;средний;10.01.2012;Империя поздравлений ООО;475;блестки, конгрев;есть;10;;25;11,6;С днем рождения;Детские и молодежные;Открытки;;
0e6769b1-4023-11e1-bb2b-0018f3973852;11,805,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009211805.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009211805.back.jpg;9;средний;10.01.2012;Империя поздравлений ООО;475;фольга, конгрев;есть;10;;25;11,6;С днем рождения;Детские и молодежные;Открытки;;
0e6769b3-4023-11e1-bb2b-0018f3973852;11,806,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011511806.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011511806.back.jpg;11;гигант;10.01.2012;Империя поздравлений ООО;770;блестки, конгрев;есть;10;;48;23,6;С днем рождения;Детские и молодежные;Открытки;;
0e6769c1-4023-11e1-bb2b-0018f3973852;26,022,00;Прекрасной Татьяне;Прекрасной Татьяне;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011526022.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011526022.back.jpg;41;гигант;10.01.2012;Империя поздравлений ООО;770;фольга, конгрев;есть;10;;48;23,6;Имена;Адресные;Открытки;;
0e6769c3-4023-11e1-bb2b-0018f3973852;26,023,00;Танюше;Танюше;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009226023.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009226023.back.jpg;27;средний;10.01.2012;Империя поздравлений ООО;475;блестки, конгрев;есть;10;;25;11,6;Имена;Адресные;Открытки;;
0e6769c5-4023-11e1-bb2b-0018f3973852;29,089,00;б/н (гос. символика);б/н (гос. символика);шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860017729089.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860017729089.back.jpg;20;средний;10.01.2012;Империя поздравлений ООО;450;фольга;нет;10;;21;10,6;Открытки официальные, б\н;Официальные;Открытки;;
0e6769c7-4023-11e1-bb2b-0018f3973852;30,393,20;С днем рождения 20;С днем рождения 20;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011530393.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011530393.back.jpg;6;гигант;10.01.2012;Империя поздравлений ООО;770;;;10;;48;23,6;Даты по годам;Открытки;;;
0e6769cd-4023-11e1-bb2b-0018f3973852;46,175,00;Самому классному имениннику...;Самому классному имениннику...;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860034446175.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860034446175.back.jpg;10;плакат А2;10.01.2012;Империя поздравлений ООО;591;без отделки;есть;10;Cars 2 - General;58;28,5;Наборы плакаты короны;Детские и молодежные;Открытки;;
873434a1-4024-11e1-bb2b-0018f3973852;46,177,00;С Днем рождения! (гирлянда Бэмби);С Днем рождения! (гирлянда Бэмби);шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860073346177.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860073346177.back.jpg;8;гирлянда;10.01.2012;Империя поздравлений ООО;965;без отделки;нет;1;Bambi - Disney Animal Friends/Бэмби;180;88;Гирлянды поздравительные;Открытки;;;
873434a5-4024-11e1-bb2b-0018f3973852;46,179,00;С Днем рождения! (гирлянда Феи);С Днем рождения! (гирлянда Феи);шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860073346179.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860073346179.back.jpg;10;гирлянда;10.01.2012;Империя поздравлений ООО;965;без отделки;нет;1;Fairies/Феи;180;88;Гирлянды поздравительные;Открытки;;;
873434ab-4024-11e1-bb2b-0018f3973852;55,250,00;С Днем Татьяны!;С Днем Татьяны!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009255250.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009255250.back.jpg;26;средний;10.01.2012;Империя поздравлений ООО;475;фольга, конгрев;есть;10;;25;11,6;Имена;Адресные;Открытки;;
873434ad-4024-11e1-bb2b-0018f3973852;55,251,00;В Татьянин день;В Татьянин день;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009255251.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009255251.back.jpg;10;средний;10.01.2012;Империя поздравлений ООО;475;фольга, конгрев;есть;10;;25;11,6;Имена;Адресные;Открытки;;
873434af-4024-11e1-bb2b-0018f3973852;55,252,00;День студента...;День студента...;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009255252.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009255252.back.jpg;34;средний;10.01.2012;Империя поздравлений ООО;475;фольга, конгрев;есть;10;;25;11,6;Прочие адресные открытки;Адресные;Открытки;;
873434b7-4024-11e1-bb2b-0018f3973852;60,495,00;Ты всегда в моем сердце;Ты всегда в моем сердце;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009260495.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009260495.back.jpg;8;средний;10.01.2012;Империя поздравлений ООО;475;цветные блестки+фольга;есть;10;;25;11,6;Любовные;С любовью;Открытки;;
873434a9-4024-11e1-bb2b-0018f3973852;47,066,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860034447066.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860034447066.back.jpg;10;плакат А2;10.01.2012;Империя поздравлений ООО;591;без отделки;нет;10;Spider Man/Человек-Паук;58;28,5;Наборы плакаты короны;Детские и молодежные;Открытки;;
873434b3-4024-11e1-bb2b-0018f3973852;60,443,00;Всего важней погода в доме...;Всего важней погода в доме...;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008560443.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008560443.back.jpg;14;средний;10.01.2012;Империя поздравлений ООО;445;выб. лак;есть;10;;18;8,8;Конверты юмор;Конверты для денег;Открытки;;
873434bf-4024-11e1-bb2b-0018f3973852;60,625,00;Моей половинке;Моей половинке;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009260625.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009260625.back.jpg;9;средний;10.01.2012;Империя поздравлений ООО;475;цветные блестки+фольга;есть;10;;25;11,6;Любовные;С любовью;Открытки;;
873434c7-4024-11e1-bb2b-0018f3973852;64,499,00;23 Февраля;23 Февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009264499.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009264499.back.jpg;25;средний;10.01.2012;Империя поздравлений ООО;475;фольга;есть;10;;25;11,6;23 февраля открытки;Поздравительные;Открытки;;
873434c9-4024-11e1-bb2b-0018f3973852;64,500,00;23 Февраля;23 Февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009264500.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009264500.back.jpg;16;средний;10.01.2012;Империя поздравлений ООО;475;фольга;есть;10;;25;11,6;23 февраля открытки;Поздравительные;Открытки;;
873434cb-4024-11e1-bb2b-0018f3973852;80,773,00;8 Марта;8 Марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009280773.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009280773.back.jpg;7;средний;10.01.2012;Империя поздравлений ООО;475;фольга;есть;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
873434cd-4024-11e1-bb2b-0018f3973852;80,774,00;8 Марта;8 Марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009280774.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009280774.back.jpg;31;средний;10.01.2012;Империя поздравлений ООО;475;фольга;есть;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
873434cf-4024-11e1-bb2b-0018f3973852;80,775,00;С Днем 8 Марта!;С Днем 8 Марта!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009280775.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009280775.back.jpg;4;средний;10.01.2012;Империя поздравлений ООО;475;фольга;есть;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
873434d1-4024-11e1-bb2b-0018f3973852;80,776,00;8 Марта;8 Марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009280776.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009280776.back.jpg;8;средний;10.01.2012;Империя поздравлений ООО;475;фольга;есть;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
873434d3-4024-11e1-bb2b-0018f3973852;80,777,00;8 Марта;8 Марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009280777.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009280777.back.jpg;27;средний;10.01.2012;Империя поздравлений ООО;475;фольга;есть;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
873434d5-4024-11e1-bb2b-0018f3973852;80,779,00;8 Марта;8 Марта;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009280779.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009280779.back.jpg;5;средний;10.01.2012;Империя поздравлений ООО;475;фольга;есть;10;;25;11,6;8 марта открытки;Поздравительные;Открытки;;
873434da-4024-11e1-bb2b-0018f3973852;51.51.207;Блокнот для записей на магнитах;Блокнот для записей на магнитах;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/469051351623351207.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/469051351623351207.back.jpg;4;евро;10.01.2012;Горчаков ГК ЗАО;623;без отделки;нет;1;;73;36;Магнит-блокнот;Магниты;;;
873434de-4024-11e1-bb2b-0018f3973852;51.51.209;Блокнот для записей на магнитах 'Не забу;Блокнот для записей на магнитах 'Не забу;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/469051351623351209.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/469051351623351209.back.jpg;8;евро;10.01.2012;Горчаков ГК ЗАО;623;без отделки;нет;1;;73;36;Магнит-блокнот;Магниты;;;
d1de75f4-4026-11e1-bb2b-0018f3973852;51.51.211;Блокнот для записей на магнитах 'Запиши,;Блокнот для записей на магнитах 'Запиши,;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/469051351623351211.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/469051351623351211.back.jpg;7;евро;10.01.2012;Горчаков ГК ЗАО;623;без отделки;нет;1;;73;36;Магнит-блокнот;Магниты;;;
0f1df681-41b5-11e1-b17e-0018f3973852;17236;5 СДР;5 СДР;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475317236.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475317236.back.jpg;4;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;Даты по годам;Открытки;;;
0f1df685-41b5-11e1-b17e-0018f3973852;17238;3 СДР;3 СДР;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475317238.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475317238.back.jpg;6;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;Даты по годам;Открытки;;;
0f1df687-41b5-11e1-b17e-0018f3973852;17240;1 СДР девочка;1 СДР девочка;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475317240.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475317240.back.jpg;11;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;Даты по годам;Открытки;;;
0f1df689-41b5-11e1-b17e-0018f3973852;17241;4 СДР;4 СДР;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475317241.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475317241.back.jpg;24;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;Даты по годам;Открытки;;;
bb4d7fa2-41b7-11e1-b17e-0018f3973852;315344;очки свет НЛО 315344;очки свет НЛО 315344;шт;Карнавальная продукция;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/2903153440007.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/2903153440007.back.jpg;4;;13.01.2012;Сима-ленд ООО;;;;;;149;95;Очки;Карнавальные аксессуары;Карнавально-праздничная продукция;;
0f1df697-41b5-11e1-b17e-0018f3973852;27675;Поздравляем;Поздравляем;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770927675.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770927675.back.jpg;50;Гигант;10.01.2012;Праздник ЗАО;770;;;10;;48;23,6;Поздравляю (ем);Поздравительные;Открытки;;
0f1df69b-41b5-11e1-b17e-0018f3973852;31312;Поздравляю;Поздравляю;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770931312.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770931312.back.jpg;10;Гигант;10.01.2012;Праздник ЗАО;770;;;10;;48;23,6;Поздравляю (ем);Поздравительные;Открытки;;
0f1df6b5-41b5-11e1-b17e-0018f3973852;60528;С Праздником символика;С Праздником символика;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900450060528.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900450060528.back.jpg;7;Евро;10.01.2012;Праздник ЗАО;450;;;10;;21;10,6;Открытки официальные, б\н;Официальные;Открытки;;
2030d8c5-41b5-11e1-b17e-0018f3973852;62744;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362744.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362744.back.jpg;69;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8c7-41b5-11e1-b17e-0018f3973852;62746;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362746.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362746.back.jpg;5;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8cb-41b5-11e1-b17e-0018f3973852;62748;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900450062748.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900450062748.back.jpg;25;Евро;10.01.2012;Праздник ЗАО;450;;;10;;21;10,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8cf-41b5-11e1-b17e-0018f3973852;62750;С Днем защитника отечества;С Днем защитника отечества;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362750.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362750.back.jpg;19;Евро;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8d5-41b5-11e1-b17e-0018f3973852;62754;С Днем защитника отечества;С Днем защитника отечества;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362754.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362754.back.jpg;4;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8db-41b5-11e1-b17e-0018f3973852;62757;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362757.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362757.back.jpg;62;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8dd-41b5-11e1-b17e-0018f3973852;62758;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362758.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362758.back.jpg;34;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8df-41b5-11e1-b17e-0018f3973852;62760;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362760.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362760.back.jpg;35;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8e1-41b5-11e1-b17e-0018f3973852;62762;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362762.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362762.back.jpg;92;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8eb-41b5-11e1-b17e-0018f3973852;62769;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900450062769.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900450062769.back.jpg;20;Средний;10.01.2012;Праздник ЗАО;450;;;10;;21;10,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8ed-41b5-11e1-b17e-0018f3973852;62770;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770962770.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900770962770.back.jpg;6;Гигант;10.01.2012;Праздник ЗАО;770;;;10;;48;23,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8f3-41b5-11e1-b17e-0018f3973852;62774;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362774.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362774.back.jpg;45;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8f7-41b5-11e1-b17e-0018f3973852;62779;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362779.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900475362779.back.jpg;7;Средний;10.01.2012;Праздник ЗАО;475;;;10;;25;11,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8fb-41b5-11e1-b17e-0018f3973852;62782;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900450062782.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900450062782.back.jpg;20;Евро;10.01.2012;Праздник ЗАО;450;;;10;;21;10,6;23 февраля открытки;Поздравительные;Открытки;;
2030d8ff-41b5-11e1-b17e-0018f3973852;62784;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900450062784.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900450062784.back.jpg;37;Евро;10.01.2012;Праздник ЗАО;450;;;10;;21;10,6;23 февраля открытки;Поздравительные;Открытки;;
2cde38d3-41b5-11e1-b17e-0018f3973852;62785;23 февраля;23 февраля;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900450062785.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900450062785.back.jpg;40;Евро;10.01.2012;Праздник ЗАО;450;;;10;;21;10,6;23 февраля открытки;Поздравительные;Открытки;;
